,Name,Address,Upřesnění polohy,Telefon,Příjem,Cena za samoodběr,Způsob rezervace,Odkaz na rezervační systém,DRIVE-IN,Calendar
290,Medica JM s.r.o.- Poliklinika Čtyřobvod,"Unhošťská 2533, 272 01 Kladno",Poliklinika Čtyřobvod,736618360,Osoby se žádankou i samoplátce,,web,reservatic.com,Ne,Út 31.8.   Volná kapacita 102 z 160     St 1.9.   Volná kapacita 128 z 160     Čt 2.9.   Volná kapacita 154 z 160     Pá 3.9.   Volná kapacita 134 z 160     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 160 z 160
291,Medical service DAVEPO s.r.o. - odběrové místo,"Masarykova 1363, 252 19 Rudná","Odběrové místo Masarykova 1363, 252 19 Rudná",770600606,Samoplátce,,"PCR telefonicky, emailem / AG rezervační systém",www.medicalservicedavepo.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
292,Medical testing s.r.o. - odběrové místo centrum Průhonice,"Květnové náměstí 7, 252 43 Průhonice",,,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidpass.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 543 z 555     Čt 2.9.   Volná kapacita 550 z 555     Pá 3.9.   Volná kapacita 545 z 555     So 4.9.   Volná kapacita 547 z 555     Ne 5.9.   Volná kapacita 553 z 555     Po 6.9.   Volná kapacita 554 z 555
293,Medical testing s.r.o. - odběrové místo Jesenice,"Budějovická 303, 252 42 Jesenice","49,966914N 14.517517E",+420606108643,Osoby se žádankou i samoplátce,,Web,www.covidpass.cz,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 487 z 555     Čt 2.9.   Volná kapacita 519 z 555     Pá 3.9.   Volná kapacita 538 z 555     So 4.9.   Volná kapacita 546 z 555     Ne 5.9.   Volná kapacita 537 z 555     Po 6.9.   Volná kapacita 544 z 555
294,Medidental s.r.o. - odběrové místo Neratovice,"Náměstí Republiky, 277 11 Neratovice",Na náměstí,777729297,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covid-neratovice.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
295,"Mělnická zdravotní, a.s. - odběrové místo","Pražská 528/29, Mělník 276 01","Budova Polikliniky , vstup z boku budovy",315639103,Osoby se žádánkou (od lékaře/KHS),,telefonicky nebo emailem,,Ne,Út 31.8.   Zavřeno     St 1.9.   Zavřeno     Čt 2.9.   Zavřeno     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
296,Městská nemocnice Čáslav,"Jeníkovská 348/17,286 01  Čáslav",buňka proti vjezdu do nemocnice,327305111,Osoby se žádankou i samoplátce,,Telefonicky,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
297,Nemocnice AGEL Říčany,"Smiřických 315/26, Říčany  251 01",Vstup do areálu nemocnice z ulice Domažlická,800200230,Osoby se žádankou i samoplátce,,Na webových stránkách.,reservatic.com,Ne,Út 31.8.   Volná kapacita87 z 255     St 1.9.   Volná kapacita120 z 255     Čt 2.9.   Volná kapacita 174 z 255     Pá 3.9.   Volná kapacita 126 z 216     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 225 z 255
298,Nemocnice Hořovice - odběrové místo,"K Nemocnici 1106/14, Hořovice, 268 31",Parkoviště pro pacienty před areálem Nemocnice Hořovice,,Osoby se žádánkou (od lékaře/KHS),,Online rezervační portál nebo telefonicky na čísle 14 500,www.nemocnice-horovice.cz,Ne,Út 31.8.   Volná kapacita23 z 140     St 1.9.   Volná kapacita 159 z 200     Čt 2.9.   Volná kapacita 150 z 200     Pá 3.9.   Volná kapacita 168 z 205     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 185 z 200
299,Nemocnice Hořovice - odběrové místo Beroun,"Prof. Veselého 493, 266 56 Beroun",Parkoviště Rehabilitační nemocnice Beroun,,Osoby se žádánkou (od lékaře/KHS),,Online rezervační portál nebo telefonicky na čísle 14 500,www.nemocnice-beroun.cz,Ne,Út 31.8.   Volná kapacita 165 z 300     St 1.9.   Volná kapacita 255 z 300     Čt 2.9.   Volná kapacita 257 z 300     Pá 3.9.   Volná kapacita 259 z 300     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 285 z 300
300,Nemocnice Nymburk - odběrové místo,"Boleslavská 425/9, 288 01 Nymburk","PCR test - Ulice Nerudova, parkoviště u bazénu vedle nemocnice; Antigen test: ambulance LPS v budově E",737662444,Osoby se žádankou i samoplátce,,Přes webové stránky,nemocnice-nymburk-s-r-o-oberove-misto-covid19.reservio.com,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
301,"Nemocnice Rudolfa a Stefanie Benešov, a.s.","Máchova 400, 256 01, Benešov","PCR testy: Parkoviště u kotelny v areálu nemocnice – dvě zelené buňky včetně stanu pro odběry přímo z automobilu, vjezd z ulice Erbenova. Antigenní testy: KC Karlov - Labyrint",601563598,Osoby se žádankou i samoplátce,,Telefonicky a přes webové stránky,e-health.hospital-bn.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
302,Nemocnice Slaný - odběrové místo,"Politických vězňů 576, Slaný 27401","vstup ulicí Na Sadech (mezi nemocnicí a gymnáziem, v rohu u tenisových kurtů)",778405860,Osoby se žádankou i samoplátce,,Přes elektronický objednávkový systém,vytery.nemsl.cz,Ano,Út 31.8.   Volná kapacita50 z 176     St 1.9.   Volná kapacita 102 z 176     Čt 2.9.   Volná kapacita 90 z 176     Pá 3.9.   Volná kapacita58 z 176     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 148 z 176
303,NL-BioLAB Letiště Praha - mobilní odběrové místo,"Ke Kopanině 406, Tuchoměřice","NEXTCLINICS, GO Parking Letiště Václava Havla Praha, Ke Kopanině 406, 252 67 Tuchoměřice",800442211,Samoplátce,,Přes webové stránky,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
304,NutriMed Lab s.r.o. - odběrové místo Kralupy nad Vltavou,"Mostní 812, 278 01 Kralupy nad Vltavou - Lobeček",Zimní stadion - parkoviště,+420777071267,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covid-kralupy.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
305,"Oblastní nemocnice Kolín, a.s. - Odběrové místo","Žižkova 146, 280 02 Kolín 3",dvě odběrová místa viz komentář,321756448,Osoby se žádankou i samoplátce,,on-line na webu ONK,www.nemocnicekolin.cz,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 121 z 150     Čt 2.9.   Volná kapacita 129 z 150     Pá 3.9.   Volná kapacita 127 z 150     So 4.9.   Volná kapacita 57 z 90     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 140 z 150
306,"Oblastní nemocnice Kolín, a.s., Nemocnice Kutná Hora","Vojtěšská 237, Kutná Hora 284 01","bývalý dispečink DZS – před garážemi a prádelnou, přístupové cesty a místo je viditelně označeno",,Osoby se žádankou i samoplátce,,PACIENTI SE ŽÁDANKOU PO PŘEDCHOZÍM ON-LINE OBJEDNÁNÍ  na webu https://www.nemocnicekutnahora.cz/,mex.nemocnicekutnahora.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
307,"Oblastní nemocnice Mladá Boleslav, a.s.  - Odběrové místo","třída Václava Klementa 147, 293 01 Mladá Boleslav","vstup z areálu nemocnice, pavilon A, vpravo od hlavního vstupu z ulice Václava Klementa",739590665,Osoby se žádankou i samoplátce,,Přes webové stránky,portal.klaudianovanemocnice.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
308,"Oblastní nemocnice Příbram, a.s. - Odběrové místo","Gen. R. Tesaříka 80, 261 01 Příbram",Pavilon I,702240563,Osoby se žádankou i samoplátce,,Přes webové stránky,e-health.nemocnicepribram.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
309,"ON Kladno, a.s., nem. SČK","Vančurova 1548, 272 59 Kladno","PCR - buňky v areálu nemocnice na parkovišti před Niederleho pavilonem, POCT v prostorách Závodního klubu (pavilon P)",602432653,Osoby se žádankou i samoplátce,,Přes webové stránky,nemocnice-kladno-a-s.reservio.com,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
310,Ordinace Ruzyně s.r.o. - odběrové místo Příbram,"náměstí T. G. Masaryka 99, Příbram",,724104155,Osoby se žádankou i samoplátce,,web,www.mmtesting.cz,Ne,Út 31.8.   Volná kapacita108 z 240     St 1.9.   Volná kapacita 184 z 240     Čt 2.9.   Volná kapacita 166 z 240     Pá 3.9.   Volná kapacita10 z 24     So 4.9.   Volná kapacita 226 z 240     Ne 5.9.   Volná kapacita 216 z 240     Po 6.9.   Volná kapacita 224 z 240
311,"Ordinace Ruzyně s.r.o., odběrové místo Vestec","Průmyslová, Vestec","80 metrů za odbočkou do ulice Automobilová, před točnou autobusů po pravé straně",724104155,Osoby se žádankou i samoplátce,,on-line,www.mmtesting.cz,Ne,Út 31.8.   Volná kapacita 338 z 384     St 1.9.   Volná kapacita 366 z 384     Čt 2.9.   Volná kapacita 372 z 384     Pá 3.9.   Volná kapacita 380 z 384     So 4.9.   Volná kapacita 364 z 384     Ne 5.9.   Volná kapacita 384 z 384     Po 6.9.   Volná kapacita 384 z 384
312,"PREVEDIG medical, s.r.o. - Odběrové místo Libiš","Pražská 626, 277 11 Libiš",vedle čerpací stanice MOL,270005880,Osoby se žádankou i samoplátce,,Přes webové stránky,www.prevedig.cz,Ano,Út 31.8.   Volná kapacita 122 z 190     St 1.9.   Volná kapacita 166 z 190     Čt 2.9.   Volná kapacita 165 z 190     Pá 3.9.   Volná kapacita 165 z 190     So 4.9.   Volná kapacita 62 z 80     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 184 z 190
313,"RESCUE HELP - ZDRAVOTNICKÁ SLUŽBA, z.s. - odběrové místo Černuc","Černuc 124, 273 23 Černuc",Černuc (parkoviště COOP),770665155,Osoby se žádankou i samoplátce,,SMS rezervace,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
314,"Scimed Biotechnologies, s.r.o. - odběrové místo Kladno","Františka Kloze 2313, Kladno 272 01",U budovy bývalé patologie a plicního oddělení,734861410,Osoby se žádankou i samoplátce,,Online,scimed-biotechnologies.reenio.cz,Ne,Út 31.8.   Volná kapacita38 z 91     St 1.9.   Volná kapacita 71 z 91     Čt 2.9.   Volná kapacita 74 z 91     Pá 3.9.   Volná kapacita 16 z 16     So 4.9.   Volná kapacita 86 z 94     Ne 5.9.   Volná kapacita 83 z 91     Po 6.9.   Volná kapacita 86 z 91
315,"VIDIA-DIAGNOSTIKA, spol. s r.o - odběrové místo Mělník","Kláštěrní ul, 276 01 Mělník",parkoviště u Autocampu Kláštěrní,722956314,Osoby se žádankou i samoplátce,,Přes webové stránky,www.covidmelnik.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
316,Vyšetři mě – Váš praktik - odběrové místo OC Central Kladno,"P. Bezruče 3388, 272 01 Kladno",V garážích OC Central Kladno v -1 patře (autem) nebo z ulice Ctiborova bočním vchodem (pro pěší). Sledujte ukazatele TESTOVÁNÍ COVID-19.,+420771156107,Osoby se žádankou i samoplátce,,Přes webové stránky,www.vysetri.me,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 184 z 239     Čt 2.9.   Volná kapacita 225 z 242     Pá 3.9.   Volná kapacita 225 z 246     So 4.9.   Volná kapacita 222 z 243     Ne 5.9.   Volná kapacita 232 z 245     Po 6.9.   Volná kapacita 240 z 242
317,Zubní s.r.o. - odběrové místo Brandýs nad Labem,"Ivana Olbrachta 50/8, 250 01 Brandýs nad Labem-Stará Boleslav - Brandýs nad Labem",Parkoviště naproti České spořitelně,739543154,Osoby se žádankou i samoplátce,,Přes webové stránky,www.jdrtesting.cz,Ne,Út 31.8.   Volná kapacita 155 z 216     St 1.9.   Volná kapacita 198 z 216     Čt 2.9.   Volná kapacita 204 z 216     Pá 3.9.   Volná kapacita 207 z 216     So 4.9.   Volná kapacita 215 z 216     Ne 5.9.   Volná kapacita 215 z 216     Po 6.9.   Volná kapacita 216 z 216
318,AESKULAB Louny,"Louny, Pod nemocnicí 2503","budova polikliniky - boční vchod z areálu nemocnice, vedle parkoviště polikliniky",+420800737383,Osoby se žádánkou (od lékaře/KHS),,Přes webové stránky,rezervace.aeskulab.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita1 z 60     Čt 2.9.   Volná kapacita5 z 60     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Volná kapacita12 z 60
319,AESKULAB Teplice,"Teplice, Duchcovská 53",,+420800737383,Osoby se žádankou i samoplátce,,Elektronický rezervační systém,rezervace.aeskulab.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Žádná data     Čt 2.9.   Volná kapacita35 z 80     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 40 z 80
320,Děčín Parkoviště u Viaduktu,Parkoviště u Viaduktu - ul. Práce,Parkoviště u viaduktu - ul. Práce,737984778,Osoby se žádankou i samoplátce,,možno i bez objednání,www.scimed.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
321,GenDetective s.r.o.- odběrové místo Drive in Most,"Československé armády 1271, 434 01 Most",,+420731099731,Osoby se žádankou i samoplátce,,Přes webové stránky na přesný čas,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
322,GenDetective s.r.o.- odběrové místo Drive in Teplice,"Na Stínadlech 3133, 415 01, Teplice",,731099730,Osoby se žádankou i samoplátce,,Přes webové stránky,skoly.labservice.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
323,HP na D8 Krásný Les/Libouchec,Hraniční přechod Krásný Les / Breitenau,,,,,,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
324,Lab In - Institut laboratorní medicíny - odběrové místo Klášterec nad Ohří,"Pod Stadionem 404, 431 51 Klášterec nad Ohří",Stadion Klášterec,778726206,Osoby se žádankou i samoplátce,,Přes webové stránky,www.labin.cz,Ano,Út 31.8.   Volná kapacita 72 z 109     St 1.9.   Volná kapacita 106 z 111     Čt 2.9.   Volná kapacita 111 z 119     Pá 3.9.   Volná kapacita 110 z 118     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 120 z 120
325,Lab In - Institut laboratorní medicíny - odběrové místo Jirkov,"Dvořákova 1398, 431 11 Jirkov",Zdravotnické zařízení  Dvořákova ul.,778726206,Osoby se žádankou i samoplátce,,Přes webové stránky,www.labin.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Maximální kapacita     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 59 z 60     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 60 z 60
326,Lab In - Institut laboratorní medicíny - odběrové místo Louny,"Rakovnická 2505, 440 01 Louny",Parkoviště Aquapark Louny,778726206,Osoby se žádankou i samoplátce,,www.labin.cz,www.labin.cz,Ano,Út 31.8.   Maximální kapacita     St 1.9.   Volná kapacita 48 z 86     Čt 2.9.   Volná kapacita 67 z 90     Pá 3.9.   Volná kapacita 52 z 84     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 93 z 98
327,Lab In - Institut laboratorní medicíny - odběrové místo Most,"Topolová 1234, 434 01 Most","Topolová 1234, 434 01 Most, ZS Topolová",778726206,Osoby se žádankou i samoplátce,,Přes webové stránky,www.labin.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Volná kapacita 52 z 56     Čt 2.9.   Zavřeno     Pá 3.9.   Volná kapacita 46 z 52     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 58 z 60
328,Laboratoře Diagnostika s. r. o.,"Novosedlické nám. 1, 400 03, Ústí nad Labem","Novosedlické nám. 1, 400 03 Ústí nad Labem",475315919,Osoby se žádankou i samoplátce,,Telefonicky na: 475315919,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
329,Lázně Teplice v Čechách a.s. - odběrové místo Rooseveltova,"Rooseveltova 272/5, 415 01 Teplice",Sadové lázně - vchod z boku budovy,417977444,Osoby se žádankou i samoplátce,,Přes webové stránky,www.reservio.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
330,"Masarykova nemocnice v Ústí nad Labem, o. z.","Sociální péče 3316/12a, Pavilon T, 401 13 Ústí nad Labem",odběrové místo –  Pavilon T,704969854,Osoby se žádankou i samoplátce,,Telefon:	704 969 854,www.kzcr.eu,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
331,MUDr. Miloš Hakl - odběrové místo Teplice Krupská,"Krupská 3291, 415 01 Teplice",Teplice,604269965,Osoby se žádankou i samoplátce,,telefonicky a mailem,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
332,MUDr. Vratislav Prejzek s.r.o.,"Náměstí Míru 344, 407 77 Šluknov","Nám. Míru 344, 407 77 Šluknov",605308391,Osoby se žádankou i samoplátce,,Telefonicky na: 605308391,,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
333,"Nemocnice Děčín, o. z.","U Nemocnice 1, 405 99 Děčín",odběrové místo – Pavilon G,412705510,,,rezervační systém,www.kzcr.eu,Ne,Út 31.8.   Žádná data     St 1.9.   Zavřeno     Čt 2.9.   Žádná data     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Zavřeno
334,"Nemocnice Chomutov, o. z.","Kochova 1185, 43001 Chomutov",odběrové místo –  Pavilon A (bývalé platební místo u hlavní vrátnice),+420603392206,Osoby se žádankou i samoplátce,,přes webové stránky,www.kzcr.eu,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
335,Nemocnice Kadaň s.r.o. - odběrové místo,"U Stadionu 2028, 432 01 Kadaň",sportovní hala,702256278,Osoby se žádankou i samoplátce,,Telefonicky,,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
336,"Nemocnice Litoměřice, a.s.","Žitenická 2084, 412 01 Litoměřice","pavilon A – hlavní vstup, dle pokynů na recepci",416723744,Osoby se žádankou i samoplátce,,prostřednictvím registračního formuláře na webu nemocnice,www.nemocnice-lt.cz,Ne,Út 31.8.   Volná kapacita 86 z 148     St 1.9.   Volná kapacita 136 z 148     Čt 2.9.   Volná kapacita 136 z 148     Pá 3.9.   Volná kapacita 92 z 108     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 146 z 148
337,"Nemocnice Most, o. z.","J. E. Purkyně 270/5, 43401 Most, Česko",odběrové místo – Pavilon F (1. patro),603392209,Osoby se žádankou i samoplátce,,online web stránky nemocnice,www.kzcr.eu,Ne,Út 31.8.   Žádná data     St 1.9.   Zavřeno     Čt 2.9.   Žádná data     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Zavřeno
338,Nemocnice Rumburk,"PCR: U Nemocnice 1298/6 - ANTIGEN:Lesní 1062/26, Rumburk",před areálem nemocnice u plaveckého bazénu,727814350,Osoby se žádánkou (od lékaře/KHS),,Internet přes reservatic,reservatic.com,Ano,Út 31.8.   Volná kapacita 208 z 240     St 1.9.   Volná kapacita 228 z 240     Čt 2.9.   Volná kapacita 220 z 240     Pá 3.9.   Volná kapacita 234 z 240     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 226 z 240
339,"Nemocnice Teplice, o. z.","Duchcovská 962/53, 415 29 Teplice",odběrové místo–Pavilon J (bývalá ambulance dětského odd.),704969855,Osoby se žádankou i samoplátce,,elektronicky,www.kzcr.eu,Ne,Út 31.8.   Zavřeno     St 1.9.   Žádná data     Čt 2.9.   Zavřeno     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Žádná data     Po 6.9.   Žádná data
340,"Nemocnice Žatec, o.p.s.","Husova 2796, Žatec 438 01","domek v areálu nemocnice, u kuchyně",607056741,Osoby se žádankou i samoplátce,,"telefonicky 607 056 741, 9:00-15:00",nemzatec.eu,Ne,Út 31.8.   Žádná data     St 1.9.   Zavřeno     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
341,Nextclinics Štětí,"Litoměřická 272, 41108 Štětí",parkoviště před hlavním vchodem do továrny Mondi Štětí,+420778763010,Osoby se žádankou i samoplátce,,Telefonická rezervace,,Ne,Út 31.8.   Maximální kapacita     St 1.9.   Maximální kapacita     Čt 2.9.   Maximální kapacita     Pá 3.9.   Maximální kapacita     So 4.9.   Zavřeno     Ne 5.9.   Maximální kapacita     Po 6.9.   Maximální kapacita
342,OKB Lab a.s. - odběrové místo Litvínov,"Tylova 661, 436 01 Litvínov - Horní Litvínov",poliklinika,776410259,Osoby se žádankou i samoplátce,,Přes webové stránky,www.okblab.cz,Ne,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
343,OKB Lab a.s. - odběrové místo poliklinika Bílina,"Pražská 206/95, 418 01 Bílina - Pražské Předměstí",poliklinika,704383681,Osoby se žádankou i samoplátce,,Přes webové stránky,www.okblab.cz,Ne,Út 31.8.   Zavřeno     St 1.9.   Žádná data     Čt 2.9.   Zavřeno     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
344,OKB Lab a.s. - odběrové místo Ústí nad Labem,"Vaníčkova 1318/25, 400 01 Ústí nad Labem-centrum",centrum města,776410298,Osoby se žádankou i samoplátce,,Přes webové stránky,reservatic.com,Ne,Út 31.8.   Zavřeno     St 1.9.   Žádná data     Čt 2.9.   Zavřeno     Pá 3.9.   Zavřeno     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
345,"PREVEDIG medical, s.r.o. - Odběrové místo Krupka - Maršov","K.Čapka 294, 417 42 Krupka - Maršov",v I.NP budovy zdravotního střediska,270005888,Osoby se žádankou i samoplátce,,Přes webové stránky,www.prevedig.cz,Ne,Út 31.8.   Volná kapacita 90 z 90     St 1.9.   Volná kapacita 67 z 90     Čt 2.9.   Volná kapacita 90 z 90     Pá 3.9.   Volná kapacita 71 z 90     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 80 z 90
346,"PREVEDIG medical, s.r.o. - Odběrové místo Teplice","Tržní náměstí 241, 415 01 Teplice",vchod z Tržního náměstí,270005883,Osoby se žádankou i samoplátce,,Přes webové stránky,www.prevedig.cz,Ne,Út 31.8.   Volná kapacita 99 z 170     St 1.9.   Volná kapacita 157 z 170     Čt 2.9.   Volná kapacita 156 z 170     Pá 3.9.   Volná kapacita 145 z 170     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 168 z 170
347,"PREVEDIG medical, s.r.o. - Odběrové místo Ústí nad Labem","Velká hradební 1025/19, 400 01 Ústí nad Labem",před Domem Kultury,270005887,Osoby se žádankou i samoplátce,,Přes webové stránky,www.prevedig.cz,Ne,Út 31.8.   Volná kapacita18 z 90     St 1.9.   Volná kapacita 60 z 90     Čt 2.9.   Volná kapacita 70 z 90     Pá 3.9.   Volná kapacita 75 z 90     So 4.9.   Zavřeno     Ne 5.9.   Zavřeno     Po 6.9.   Volná kapacita 83 z 90
348,SYNLAB Jirkov - odběrové místo,"Zaječická 382, 431 11 Jirkov",plocha parkoviště,771125478,Osoby se žádankou i samoplátce,,Web,rezervace-synlab.cz,Ano,Út 31.8.   Žádná data     St 1.9.   Žádná data     Čt 2.9.   Žádná data     Pá 3.9.   Žádná data     So 4.9.   Žádná data     Ne 5.9.   Zavřeno     Po 6.9.   Žádná data
